,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
hairdresser,-0.9572345287780468,0.028256486030063355,-0.059679652099506764,-0.0298925086013751,-0.16920557727250785,-0.0006287662736696488,0.02992833925158607,0.11983050660217574,0.09500993183607925,0.0010818752273067805
hawker,0.2490871386353943,-0.006063911225823031,0.041367580070581236,0.030269604742529422,0.10587070532001973,0.0017830050221236996,0.04316942041773398,-0.09120738097844175,-0.02144204716805525,-0.002752981778415025
housekeeper,-3.201607500127202,0.16279262024978422,0.09895311996369889,0.19339574921347086,-0.09100304389418848,0.053000805251697904,0.06733529439702281,-0.06732032205473115,0.11565675280424696,0.03171924265830653
manager,-0.14314520515144147,-0.03352856783163009,0.07224039919212731,0.0485183365148271,0.15250457776203233,-0.007622743664496627,-0.007713532667178991,0.10251935085669675,0.017093009122880802,0.028212868948553675
midwife,-3.0238242830626505,0.12431636381806672,0.08314998555297021,0.16056959701702989,-0.08940610793852685,0.04540301761820544,-0.04550300144477086,-0.04108719771083062,0.08831786322955607,0.04893694700149548
molder,0.18201236579363306,0.004160238061534658,0.0063625154011644055,0.007325033978627711,0.03243254317780322,0.004454367247448525,-0.02720095742812144,-0.06743441362425596,-0.02874452729233696,0.0008102133848554255
nurse,-2.973007084095008,0.05881902479271484,0.2310917825408486,0.2549825183083973,0.20643811198021755,0.027446100724816895,0.14470981381576387,-0.1414797532216722,0.12869344270675295,0.06739323094434312
paralegal,-0.8795738889602042,-0.08625180786122985,0.15260507537998344,0.09683524956168044,0.3458120555202442,-0.015588017970663098,0.03524863135040478,-0.1214598501745237,0.05424275562708962,0.04825612334329529
programmer,0.19430344807428018,-0.05489910227716046,-0.018450436452277882,-0.0495013275628564,0.14796321747615393,-0.009282261496536028,0.027131799947451775,-0.16483107206876552,-0.0009662365294690232,-0.019846951591811563
salesperson,-0.1209643409814587,-0.022018794311793755,0.04403667748000961,0.02724312501684416,0.10018867439248161,-0.0039885702170462094,-0.025552131516643758,0.15331647000672127,0.007184709675271156,0.027472903854215157
scientist,-0.028711719515209566,0.05199602541045652,-0.042914795204338864,-0.01241366546319065,-0.11459014398173113,0.011184652576198573,-0.0012633561115279368,-0.12058429575699317,-0.016666697928733022,-0.04732729269595615
scrivener,-0.46317684208989274,-0.017363933881373705,0.03867951721265073,0.03278382265052962,-0.13846110489416025,-0.025193718570412374,-0.008070524915968463,-0.03881554525283598,0.059853175929503954,0.018241503238645207
secretary,-1.72749531275553,0.0017511426635974364,0.021743491158500355,0.03275534834041864,-0.11041196994942472,0.000294151487337576,-0.009332771122261024,-0.24372231807248707,0.07367879181910235,0.15484201786032753
sergeant,1.3315508785310297,0.020882757822737172,0.014512354821161616,0.017555182540470685,-0.015162325268659616,0.00563027479335341,-0.092738849740515,0.12304027812718026,-0.10689797493717351,-0.02428942344609187
soldier,1.6204318929138892,0.0027212131145007527,0.013883534248313224,0.003206945190443067,0.07507935969181354,0.006584161488823822,0.015653618089686582,0.45310209835390336,-0.07794637204541248,-0.007869142202183196
solicitor,0.32302988969811286,-0.01951534251191923,-0.14322559144553484,-0.14384500878035977,-0.10659869618810712,-0.0013353578606125458,-0.042750776719298667,0.016475286028793883,-0.014420088696321682,0.009750056191650022
teacher,-1.2021418204005498,-0.016718733718322092,0.062477142791340215,0.055835708844151476,0.1297255414168649,0.000380743296140771,-0.03999352307176482,0.1925616137977332,0.07098841012069473,0.03195767322196008
tradesperson,-0.08541263026156343,-0.035145743649843436,0.11049190712553597,0.07983361031306316,0.2637180580731751,0.0018147728452286745,0.01917461109636801,0.040444514674459434,-0.009855842074526791,0.03211783890128504
welder,1.2387053199107783,-0.027046479175997146,-0.077760330653068,-0.09533317894472669,-0.10209310433860491,-0.01952948510019484,0.01040735708525372,-0.08350695269890322,-0.04495145675946295,-0.06176169567735573
