target_model,term,coef,std_err,t,p_value,ci_low,ci_high
EleutherAI_pythia-12b-deduped — log(1 + x) counts,log_frequency,0.7178440781900368,0.0368059255363838,19.503492107009357,9.22695091794844e-84,0.6457004320076803,0.7899877243723933
EleutherAI_pythia-12b-deduped — log(1 + x) counts,lex_emb_norm,-0.010643523161105,0.0131974851882511,-0.8064811598031055,0.4199772346500016,-0.0365120399296042,0.0152249936073941
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_1,-0.1502462537268696,0.0053914923866437,-27.867284779826782,5.337832015886042e-167,-0.1608141694488202,-0.1396783380049189
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_2,-0.1905766881269004,0.0075097044673895,-25.377388544977737,2.24967174637948e-139,-0.2052965315796577,-0.175856844674143
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_3,0.0426418389064402,0.004660679553751,9.149274996201166,6.39603106540235e-20,0.0335063963983372,0.0517772814145433
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_4,-0.4330219970723493,0.0060931014379531,-71.06758380471231,0.0,-0.4449651433969367,-0.4210788507477619
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_5,-0.1107159380768686,0.0056081794073317,-19.741868088621835,9.44873908742863e-86,-0.1217085840976775,-0.0997232920560597
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_6,-0.3738336889827284,0.0059151058831699,-63.199830462272246,0.0,-0.385427944520325,-0.3622394334451319
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_7,0.0334781544734896,0.0062730944627375,5.336784687740874,9.587498332871876e-08,0.0211822021018841,0.0457741068450951
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_8,-0.0362472787346555,0.0065339094581321,-5.5475636702528295,2.9418535580819493e-08,-0.0490544570698142,-0.0234401003994967
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_9,0.0531787646569034,0.0071562779177586,7.431064761324819,1.1306318319855769e-13,0.0391516759597035,0.0672058533541034
EleutherAI_pythia-12b-deduped — log(1 + x) counts,profession_embedding_10,0.2052223390671145,0.007630212497045,26.896018839133298,6.080613386993931e-156,0.1902662866744405,0.2201783914597885
EleutherAI_pythia-12b-deduped — PPMI,Intercept,0.5614908536658403,0.0419713382652549,13.377959266327668,1.332070432301768e-40,0.4792224334077535,0.6437592739239271
EleutherAI_pythia-12b-deduped — PPMI,C(tense)[T.past perfect],0.091595228480844,0.041203542885738,2.222993996774688,0.0262298661748217,0.0108317712657537,0.1723586856959342
EleutherAI_pythia-12b-deduped — PPMI,C(tense)[T.present continuous],0.1197110832055295,0.0412035428857377,2.9053589769574533,0.0036732539965352,0.0389476259904398,0.2004745404206192
EleutherAI_pythia-12b-deduped — PPMI,C(tense)[T.present perfect],0.1599342301592519,0.0412035428857376,3.8815650052901742,0.0001041952435262,0.0791707729441625,0.2406976873743413
EleutherAI_pythia-12b-deduped — PPMI,C(tense)[T.simple future],0.4540423027327196,0.0412035428857377,11.019496648427344,3.8687478724045965e-28,0.3732788455176299,0.5348057599478093
EleutherAI_pythia-12b-deduped — PPMI,C(tense)[T.simple past],0.0662640137868493,0.0412035428857377,1.6082115552686145,0.1078082204623103,-0.0144994434282403,0.1470274710019389
EleutherAI_pythia-12b-deduped — PPMI,C(semantic_role)[T.patient],0.0210090139810279,0.0237888765766469,0.8831444357339704,0.3771712627819046,-0.0256197897827889,0.0676378177448448
EleutherAI_pythia-12b-deduped — PPMI,C(syntactic_role)[T.subject],-0.0808924643325451,0.0237888765766469,-3.4004323017067333,0.0006744074706563,-0.127521268096362,-0.0342636605687282
EleutherAI_pythia-12b-deduped — PPMI,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0247023495781358,0.0237888765766469,1.0383991651957862,0.299099661176187,-0.021926454185681,0.0713311533419526
EleutherAI_pythia-12b-deduped — PPMI,log_frequency,-0.6132545976181338,0.0166365622320813,-36.86185818098621,8.879787891952776e-286,-0.6458640818501794,-0.5806451133860883
EleutherAI_pythia-12b-deduped — PPMI,lex_emb_norm,-0.1239826054223541,0.013954470760018,-8.884794526037187,7.060925625568345e-19,-0.1513348965908896,-0.0966303142538187
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_1,0.1969444544831448,0.0069141267182351,28.484357100908777,3.293830957077677e-174,0.1833920087884523,0.2104969001778373
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_3,-0.2331345162014622,0.007012634323401,-33.24492700603218,1.527291567854051e-234,-0.2468800475921404,-0.2193889848107839
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_4,-0.2670086747610523,0.0063557433428032,-42.01061313518786,0.0,-0.2794666278783377,-0.2545507216437669
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_5,-0.2816670407323698,0.0068945346215966,-40.85366978215884,0.0,-0.2951810837716643,-0.2681529976930754
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_6,0.0661422813833202,0.006783320212981,9.75072373212544,2.108925443638002e-22,0.0528462307665909,0.0794383320000495
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_7,0.217866433188382,0.0070487156003967,30.908671244463186,6.680742943148425e-204,0.2040501785426915,0.2316826878340724
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_8,-0.0718939647266369,0.0068709447137593,-10.463475944241868,1.531438556492469e-25,-0.0853617689626904,-0.0584261604905834
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_9,0.1462299064846844,0.0071299423737218,20.50926905435169,2.5968743058565888e-92,0.1322544384662422,0.1602053745031266
EleutherAI_pythia-12b-deduped — PPMI,profession_embedding_10,-0.1760673495284788,0.00762636209314,-23.08667584599113,4.5545247969701534e-116,-0.1910158545714589,-0.1611188444854987
EleutherAI_pythia-12b-deduped — Raw counts,Intercept,1.3241580562005006,0.0301430264261759,43.92916747903629,0.0,1.2650744227407564,1.3832416896602449
EleutherAI_pythia-12b-deduped — Raw counts,C(tense)[T.past perfect],0.0915952284808422,0.034332586001467,2.667880260372124,0.0076406933783695,0.0242995993573413,0.1588908576043431
EleutherAI_pythia-12b-deduped — Raw counts,C(tense)[T.present continuous],0.1197110832055307,0.0343325860014671,3.4868064759355795,0.0004901120913153,0.0524154540820297,0.1870067123290318
EleutherAI_pythia-12b-deduped — Raw counts,C(tense)[T.present perfect],0.1599342301592511,0.0343325860014668,4.65837994703976,3.212257850736199e-06,0.0926386010357506,0.2272298592827515
EleutherAI_pythia-12b-deduped — Raw counts,C(tense)[T.simple future],0.4540423027327174,0.0343325860014667,13.22482095328676,1.0105466561150683e-39,0.386746673609217,0.5213379318562178
EleutherAI_pythia-12b-deduped — Raw counts,C(tense)[T.simple past],0.0662640137868468,0.0343325860014669,1.930061830589039,0.0536165064880444,-0.0010316153366538,0.1335596429103475
EleutherAI_pythia-12b-deduped — Raw counts,C(semantic_role)[T.patient],0.0210090139810282,0.0198219277699228,1.0598875258190883,0.2892114761724487,-0.01784413560871,0.0598621635707664
EleutherAI_pythia-12b-deduped — Raw counts,C(syntactic_role)[T.subject],-0.0808924643325448,0.0198219277699228,-4.080958485545921,4.5063979489926056e-05,-0.119745613922283,-0.0420393147428067
EleutherAI_pythia-12b-deduped — Raw counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0247023495781365,0.0198219277699228,1.2462132777831545,0.2127040157463075,-0.0141508000116017,0.0635554991678748
EleutherAI_pythia-12b-deduped — Raw counts,log_frequency,-0.2323651031012635,0.0106560791058758,-21.80587257212969,6.21428060681991e-104,-0.2532521853440362,-0.2114780208584907
EleutherAI_pythia-12b-deduped — Raw counts,lex_emb_norm,-0.0948035070461991,0.010702026692288,-8.858462959592059,8.934679296687675e-19,-0.1157806515911293,-0.0738263625012689
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_2,-0.0012443490837143,1.4596389335041365e-05,-85.250472233365,0.0,-0.0012729596056013,-0.0012157385618273
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_3,0.0001472123562236,6.39013355297559e-05,2.303744593179724,0.0212495035307521,2.195873926268222e-05,0.0002724659731845
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_4,0.0058009245114626,0.0001917857269962,30.246904200408157,1.3963671155648241e-195,0.0054250034796308,0.0061768455432943
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_5,0.0010296228994233,0.00026273215085,3.9189071306737686,8.931469969168024e-05,0.000514639105844,0.0015446066930026
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_6,0.0036712981286487,0.0003495479574254,10.50298836156474,1.0111471984148987e-25,0.0029861458449617,0.0043564504123356
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_7,0.0023139633162636,0.0004941903109194,4.682332423633417,2.8591475919527937e-06,0.0013452961765777,0.0032826304559496
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_8,-0.0198966741622413,0.0005832456374324,-34.113712791459264,1.962654937495228e-246,-0.0210398994964143,-0.0187534488280682
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_9,-0.0638399259373241,0.000765084352665,-83.44168288757928,0.0,-0.0653395750707433,-0.062340276803905
EleutherAI_pythia-12b-deduped — Raw counts,profession_embedding_10,-0.0044670949918201,0.0008749304282019,-5.105657373238489,3.333587656980059e-07,-0.0061820544650922,-0.002752135518548
EleutherAI_pythia-12b-deduped — TF-IDF,Intercept,0.5422254143969538,0.2193645587882578,2.471800446672601,0.0134535908063581,0.1122468494941094,0.9722039792997982
EleutherAI_pythia-12b-deduped — TF-IDF,C(tense)[T.past perfect],0.091595228480847,0.0246088010474614,3.7220516474651855,0.0001982751575417,0.0433592827254495,0.1398311742362444
EleutherAI_pythia-12b-deduped — TF-IDF,C(tense)[T.present continuous],0.1197110832055349,0.0246088010474613,4.864563819044098,1.1578067882417256e-06,0.0714751374501377,0.1679470289609321
EleutherAI_pythia-12b-deduped — TF-IDF,C(tense)[T.present perfect],0.1599342301592542,0.0246088010474612,6.499066323905847,8.316470085231006e-11,0.1116982844038572,0.2081701759146512
EleutherAI_pythia-12b-deduped — TF-IDF,C(tense)[T.simple future],0.454042302732721,0.0246088010474613,18.45040324626302,3.018685362783853e-75,0.4058063569773239,0.5022782484881182
EleutherAI_pythia-12b-deduped — TF-IDF,C(tense)[T.simple past],0.0662640137868478,0.0246088010474613,2.6926957416189854,0.0070949367471995,0.0180280680314507,0.1144999595422449
EleutherAI_pythia-12b-deduped — TF-IDF,C(semantic_role)[T.patient],0.0210090139810286,0.0142078979091857,1.4786855955268243,0.139243688467964,-0.006840022285466,0.0488580502475233
EleutherAI_pythia-12b-deduped — TF-IDF,C(syntactic_role)[T.subject],-0.0808924643325459,0.0142078979091857,-5.693485753458786,1.2661547391078664e-08,-0.1087415005990407,-0.0530434280660512
EleutherAI_pythia-12b-deduped — TF-IDF,"C(dominance, Treatment(reference='-dom'))[T.+dom]",0.0247023495781346,0.0142078979091857,1.738635070157984,0.0821178560975078,-0.0031466866883601,0.0525513858446293
EleutherAI_pythia-12b-deduped — TF-IDF,log_frequency,-0.4062207159775066,0.0093930697662695,-43.246853913109724,0.0,-0.4246321616569855,-0.3878092702980276
EleutherAI_pythia-12b-deduped — TF-IDF,lex_emb_norm,-0.3897747287265983,0.0086632833093914,-44.99157130230999,0.0,-0.4067557130081773,-0.3727937444450194
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_1,0.815144948203978,0.2272379758919324,3.5871862746728405,0.000335244277423,0.3697336233064469,1.260556273101509
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_2,-5.755273251303832,0.0570988010392364,-100.79499300430132,0.0,-5.867193156069406,-5.643353346538258
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_3,-3.214452669802259,0.1231165202435648,-26.109027963452988,3.0196771100205026e-147,-3.4557745359349648,-2.9731308036695534
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_4,-3.189649078203906,0.1650895879155058,-19.32071621522487,2.9857928564145847e-82,-3.5132427547960745,-2.866055401611738
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_5,-1.0355463159732583,0.2105430817865799,-4.918453302697236,8.808074870783322e-07,-1.448233819628756,-0.6228588123177605
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_6,2.0795411252403437,0.2147453373108798,9.683754493956064,4.054827992002937e-22,1.658616740432874,2.5004655100478126
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_7,-2.911271248156048,0.2318301322825475,-12.557777625765569,5.288841543396118e-36,-3.3656837026141293,-2.4568587936979664
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_8,-5.3701417073384405,0.2677811924601249,-20.054215376377133,2.1553859535748545e-88,-5.895022177903042,-4.84526123677384
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_9,-21.083086976957617,0.3447362397645151,-61.15715304941309,0.0,-21.75880777006453,-20.407366183850705
EleutherAI_pythia-12b-deduped — TF-IDF,profession_embedding_10,15.871432764803412,0.3228645199116989,49.1581817944695,0.0,15.23858293848448,16.504282591122344
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,Intercept,3.507827969607431,0.0768597882016783,45.63931350426012,0.0,3.3571743646548438,3.6584815745600183
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(tense)[T.past perfect],0.1532911547954746,0.0301102146672574,5.091001724480138,3.601438091528053e-07,0.0942718354393544,0.2123104741515948
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(tense)[T.present continuous],-0.1785413801476122,0.0301102146672572,-5.929595060036668,3.098176899591317e-09,-0.2375606995037321,-0.1195220607914924
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(tense)[T.present perfect],-0.0794169543714557,0.030110214667257,-2.637541952094303,0.0083588572950282,-0.1384362737275752,-0.0203976350153362
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(tense)[T.simple future],0.0416667147944016,0.0301102146672572,1.3838066335578565,0.1664366218561041,-0.0173526045617182,0.1006860341505214
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(tense)[T.simple past],-0.0263987087114838,0.0301102146672571,-0.8767359848879008,0.3806429788018103,-0.0854180280676035,0.0326206106446358
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(semantic_role)[T.patient],-0.0747258655390927,0.0173841405434983,-4.298507904495764,1.729500668774925e-05,-0.1088006854567369,-0.0406510456214486
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,C(syntactic_role)[T.subject],0.0166624569436232,0.0173841405434983,0.9584860926504096,0.3378319190383036,-0.0174123629740209,0.0507372768612675
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1134376793546864,0.0173841405434983,-6.525354478747142,6.984090765596056e-11,-0.1475124992723306,-0.0793628594370423
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.1181616051419546,0.0173841405434982,-6.79709214535472,1.1045285552846035e-11,-0.1522364250595987,-0.0840867852243105
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,log_frequency,0.964449250767917,0.0306840564415264,31.43160854907939,1.37381930001131e-210,0.9043051386692098,1.0245933628666242
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,lex_emb_norm,0.1272543745693306,0.0112207479898283,11.340988558399784,1.0623181565224857e-29,0.1052604792635505,0.1492482698751106
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_1,-0.1477591029701402,0.0045023985002072,-32.81786429240724,8.551553515464967e-229,-0.1565842972734279,-0.1389339086668525
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_2,-0.1381943390404047,0.0062921886810096,-21.96284092012161,2.1942054075120947e-105,-0.1505277181716169,-0.1258609599091924
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_3,0.0188110947378758,0.0038929356408422,4.832110384903807,1.363227217662116e-06,0.0111805144062937,0.0264416750694578
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_4,-0.276836105857735,0.0051592734643886,-53.65796323233606,0.0,-0.2869488470522184,-0.2667233646632516
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_5,-0.127447474586981,0.0046943968938729,-27.14884946207356,8.712993366571415e-159,-0.136649006775496,-0.1182459423984661
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_6,-0.3431748823861071,0.0049419234496007,-69.44156174936984,0.0,-0.3528615937406646,-0.3334881710315497
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_7,0.0503502859464315,0.0052389047151178,9.61084209093094,8.220992104288268e-22,0.0400814587768247,0.0606191131160383
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_8,-0.0338306420909769,0.0054880473457586,-6.164422418316447,7.240612948547311e-10,-0.0445878161104985,-0.0230734680714553
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_9,0.1105235091463804,0.0059843680614715,18.468701792917955,2.1664666807297742e-75,0.0987934921515621,0.1222535261411986
EleutherAI_pythia-2.8b-deduped — log(1 + x) counts,profession_embedding_10,0.078539328789353,0.0064329313344076,12.20894872128848,3.925160024168708e-34,0.0659300786389628,0.0911485789397433
EleutherAI_pythia-2.8b-deduped — PPMI,Intercept,0.8359483924972426,0.0369386724277295,22.630710243655184,1.1296779397841672e-111,0.7635445478652756,0.9083522371292096
EleutherAI_pythia-2.8b-deduped — PPMI,C(tense)[T.past perfect],0.1532911547954746,0.0326542846515301,4.694365729683551,2.696121011658354e-06,0.0892851795644168,0.2172971300265324
EleutherAI_pythia-2.8b-deduped — PPMI,C(tense)[T.present continuous],-0.1785413801476108,0.0326542846515299,-5.467624909040707,4.628120716354766e-08,-0.2425473553786683,-0.1145354049165534
EleutherAI_pythia-2.8b-deduped — PPMI,C(tense)[T.present perfect],-0.0794169543714558,0.0326542846515298,-2.4320531047901883,0.0150242003492974,-0.143422929602513,-0.0154109791403985
EleutherAI_pythia-2.8b-deduped — PPMI,C(tense)[T.simple future],0.0416667147944018,0.0326542846515299,1.275995332283283,0.2019753531035571,-0.0223392604366555,0.1056726900254591
EleutherAI_pythia-2.8b-deduped — PPMI,C(tense)[T.simple past],-0.026398708711484,0.0326542846515299,-0.8084301644699231,0.4188547931050075,-0.0904046839425414,0.0376072665195733
EleutherAI_pythia-2.8b-deduped — PPMI,C(semantic_role)[T.patient],-0.074725865539092,0.0188529600337554,-3.9636144884038647,7.413823586084289e-05,-0.1116797325684875,-0.0377719985096966
EleutherAI_pythia-2.8b-deduped — PPMI,C(syntactic_role)[T.subject],0.0166624569436245,0.0188529600337554,0.8838111847577858,0.3768111845050659,-0.0202914100857708,0.05361632397302
EleutherAI_pythia-2.8b-deduped — PPMI,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1134376793546844,0.0188529600337554,-6.016969173624669,1.8151569809979286e-09,-0.1503915463840798,-0.0764838123252889
EleutherAI_pythia-2.8b-deduped — PPMI,"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.1181616051419536,0.0188529600337554,-6.267535969438758,3.7602496921272653e-10,-0.1551154721713491,-0.0812077381125581
EleutherAI_pythia-2.8b-deduped — PPMI,log_frequency,-0.5476839989804232,0.0132181340599879,-41.43428993039899,0.0,-0.573592989799634,-0.5217750081612124
EleutherAI_pythia-2.8b-deduped — PPMI,lex_emb_norm,-0.1812948789043065,0.0113762919511035,-15.936201328475944,9.532486197827432e-57,-0.203593657414204,-0.158996100394409
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_1,0.1527913875760145,0.0060663178780476,25.18684161423941,2.33606358715847e-137,0.1409007399630115,0.1646820351890176
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_2,-0.0732181213793937,0.0052955989798522,-13.82622091626678,3.1064218836646637e-43,-0.0835980755188011,-0.0628381672399864
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_3,-0.2101867241353171,0.0056855759123297,-36.96841399646175,2.3556679320159387e-287,-0.2213310757847974,-0.1990423724858369
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_4,-0.2655032527637874,0.0051564033914487,-51.490008171992734,0.0,-0.2756103683008888,-0.2553961372266861
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_5,-0.2508481219376227,0.0055194019095566,-45.4484246750156,0.0,-0.2616667543371165,-0.2400294895381289
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_6,0.1207152711512528,0.0054189884578102,22.276347715276632,2.5788753172845936e-108,0.1100934601175898,0.1313370821849158
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_7,0.1160305263296488,0.0056671844735602,20.474104358342167,5.252906738139232e-92,0.1049222239149599,0.1271388287443377
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_8,-0.0658946145397689,0.0054470469575605,-12.097309799818474,1.5195012868023825e-33,-0.0765714233067829,-0.0552178057727548
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_9,0.177658120530024,0.0056611157839066,31.38217399387409,5.948016063254817e-210,0.1665617134118881,0.18875452764816
EleutherAI_pythia-2.8b-deduped — PPMI,profession_embedding_10,-0.1265811675912847,0.0060973803250141,-20.759926533037984,1.6611212915044808e-94,-0.1385327010032686,-0.1146296341793009
EleutherAI_pythia-2.8b-deduped — Raw counts,Intercept,1.5079284119614933,0.0283113103192195,53.26240272735856,0.0,1.4524351424524138,1.5634216814705728
EleutherAI_pythia-2.8b-deduped — Raw counts,C(tense)[T.past perfect],0.153291154795478,0.0299719191194639,5.114492474922302,3.181523506845929e-07,0.094542910131167,0.2120393994597891
EleutherAI_pythia-2.8b-deduped — Raw counts,C(tense)[T.present continuous],-0.1785413801476058,0.0299719191194626,-5.956955223186479,2.622666525186162e-09,-0.2372896248119144,-0.1197931354832972
EleutherAI_pythia-2.8b-deduped — Raw counts,C(tense)[T.present perfect],-0.0794169543714542,0.0299719191194629,-2.649712020605417,0.0080638147713903,-0.1381651990357633,-0.0206687097071451
EleutherAI_pythia-2.8b-deduped — Raw counts,C(tense)[T.simple future],0.0416667147944012,0.0299719191194639,1.390191753431719,0.1644896405843687,-0.0170815298699098,0.1004149594587123
EleutherAI_pythia-2.8b-deduped — Raw counts,C(tense)[T.simple past],-0.0263987087114834,0.0299719191194639,-0.8807813942864907,0.378449139067305,-0.0851469533757946,0.0323495359528277
EleutherAI_pythia-2.8b-deduped — Raw counts,C(semantic_role)[T.patient],-0.0747258655390922,0.0173042955717522,-4.318341953259041,1.581345590034708e-05,-0.1086441804104502,-0.0408075506677342
EleutherAI_pythia-2.8b-deduped — Raw counts,C(syntactic_role)[T.subject],0.0166624569436208,0.0173042955717523,0.9629087109920116,0.335607622844407,-0.0172558579277374,0.050580771814979
EleutherAI_pythia-2.8b-deduped — Raw counts,"C(valence, Treatment(reference='-val'))[T.+val]",-0.1134376793546876,0.0173042955717522,-6.555463577486763,5.713460219555156e-11,-0.1473559942260458,-0.0795193644833294
EleutherAI_pythia-2.8b-deduped — Raw counts,"C(dominance, Treatment(reference='-dom'))[T.+dom]",-0.1181616051419554,0.0173042955717522,-6.82845508804438,8.88646243816412e-12,-0.1520799200133135,-0.0842432902705973
EleutherAI_pythia-2.8b-deduped — Raw counts,lex_emb_norm,-0.0317908639203012,0.0093559275387582,-3.397938236332309,0.0006805814503789,-0.0501295067652165,-0.0134522210753859
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_1,-3.797757726476814e-05,1.9694181136631303e-06,-19.283653888066254,6.020250832125675e-82,-4.183785250195411e-05,-3.411730202758216e-05
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_2,-0.0009691908538998,1.2751236670871491e-05,-76.00759666815642,0.0,-0.0009941846745733,-0.0009441970332262
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_3,0.0003321548028768,5.491340941981518e-05,6.048701153073299,1.4920797700711999e-09,0.0002245185050779,0.0004397911006757
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_4,0.0032622502462885,0.0001658403366204,19.671030056791206,3.706652103047467e-85,0.0029371850199961,0.003587315472581
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_5,0.0040209536243251,0.0002270283152909,17.711242842865435,1.5386131059581816e-69,0.0035759532571721,0.0044659539914781
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_6,0.0060861712791144,0.0003051332554446,19.94594548616207,1.7935168419750627e-87,0.0054880766734727,0.0066842658847561
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_7,0.002678845583395,0.0004327645088612,6.190076886028187,6.157376332699466e-10,0.0018305797400477,0.0035271114267423
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_8,-0.0137135942652579,0.0005094076430039,-26.9206684540314,3.217795914008737e-156,-0.0147120890471829,-0.0127150994833328
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_9,-0.0482033038758695,0.0006666953987644,-72.30183973850495,0.0,-0.0495100998887331,-0.0468965078630058
EleutherAI_pythia-2.8b-deduped — Raw counts,profession_embedding_10,-0.0045131599951582,0.0007630487617781,-5.914641660175479,3.392513113739049e-09,-0.0060088191542886,-0.0030175008360278
EleutherAI_pythia-2.8b-deduped — TF-IDF,Intercept,4.22998336544385,0.1895156455555085,22.319969166898684,1.0015813460169697e-108,3.8585119385003295,4.601454792387371
EleutherAI_pythia-2.8b-deduped — TF-IDF,C(tense)[T.past perfect],0.1532911547954751,0.021022337279738,7.291822633976177,3.198283308680908e-13,0.1120850707062067,0.1944972388847435
