target_model,model_name,runs,mean_aic,mean_bic,mean_R2m,mean_R2c,converged_rate,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
Qwen_Qwen3-4B-Base,selected_mixed_random_slopes__random_intercept_baseline,1,18569.086634012172,19019.81843240757,0.06599655664813707,0.9144838141917635,1.0,,,,
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,21540.25411567572,22090.29970015824,0.04674623917092871,0.9001421506795989,1.0,0.015324596894838397,0.04968573281737537,0.015565143576506327,0.007815186099943531
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,21540.328191058332,22090.37377554085,0.04840689271033202,0.9002436778547609,1.0,0.015321346782003245,0.04975668522135614,0.015540547635805023,0.007849851764074043
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,21540.391700512322,22090.43728499484,0.05071471804505295,0.9005066990589851,1.0,0.015322218913917508,0.050076505053440704,0.01554325607210521,0.007832978842444101
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,21540.40557721886,22090.451161701378,0.04618201656342052,0.8991822934086445,1.0,0.015273494682137009,0.04983847296836162,0.015432510655917475,0.007830034461148683
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,21540.59919769448,22090.644782176998,0.04950199636584755,0.9003475891421389,1.0,0.015313787873198748,0.04975905097235706,0.015538665175812176,0.007822422460480009
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,21540.672401259595,22090.717985742114,0.044656059613769755,0.9006093329967879,1.0,0.015402562428007553,0.049676724346805895,0.01578081869977941,0.007819722079059193
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,21541.022817711928,22091.068402194447,0.0474305342349899,0.8990590951892472,1.0,0.015220308629843379,0.05002652572478001,0.01539842896296511,0.008072166668006125
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,21541.549776130065,22091.595360612584,0.050069305486692646,0.9028148784379855,1.0,0.016037065066865766,0.04993017585923802,0.015861217663924832,0.007858205338673917
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,21541.848494739505,22091.894079222024,0.03796878450237429,0.900051225148062,1.0,0.015281657661581894,0.04969563231154985,0.015528048177114569,0.007818698054524995
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes,1,21542.20593016222,22099.891036651443,0.049501966229846324,0.9002510808956782,1.0,0.015292110239833989,0.04973333011195346,0.015528770136642202,0.007821086964690657
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__full,1,21542.20593016222,22099.891036651443,0.049501966229846324,0.9002510808956782,1.0,0.015292110239833989,0.04973333011195346,0.015528770136642202,0.007821086964690657
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,21542.44798041426,22092.49356489678,0.05501758801053747,0.9009573122012635,1.0,0.015402688363787383,0.053334395439308686,0.015528956602268138,0.007955499509980955
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,21550.404357460997,22100.449941943516,0.04942461686844743,0.9002823153640925,1.0,0.015311766359392862,0.04980406532491415,0.015540870849839216,0.007822371402172021
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,21560.347351175966,22079.83484763168,0.049316591869654605,0.9000640886566866,1.0,0.015290861134187522,0.04978065314882701,0.015527039733506106,0.007817044452316513
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,1,21564.147477320832,22083.634973776545,0.04927355768595867,0.9001283653061269,1.0,0.015301075422703099,0.049737471692010746,0.015536438554562345,0.007815035822996875
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,1,21570.5615222317,22120.60710671422,0.04930809972007133,0.90003183904379,1.0,0.015287079769599692,0.04975493246781899,0.015516072431130595,0.007814910612066475
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_log_frequency,1,21572.840478197264,22092.327974652977,0.049185519619963154,0.9000725399135264,1.0,0.015294677161727829,0.049756259187533985,0.015532160040977237,0.007823134920192657
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,21576.608740990225,22096.096237445938,0.049195480065971194,0.9000224045081121,1.0,0.01529944413035007,0.04973865297057431,0.015530894419247826,0.00781493415379032
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_syntactic_role,1,21579.413223426207,22129.458807908726,0.0491954200498563,0.9000979421954003,1.0,0.015305139040265404,0.049701227686811865,0.015536668688762446,0.007814232865912754
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,21591.92898343489,22141.97456791741,0.04909829272953719,0.9000325447214477,1.0,0.01530536122919629,0.04969018866957248,0.015540899348256731,0.0078090762310278235
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,1,21615.27214673467,22134.759643190384,0.048990309519922955,0.8996545813286146,1.0,0.0152766616111971,0.049767456285616046,0.015509815792065012,0.0078119188158275055
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,21622.49182102704,22172.53740550956,0.04899518634165669,0.8996598596868629,1.0,0.015276784484629078,0.04976736625797936,0.015509847887926281,0.00781198005437938
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,1,21644.616285591386,22164.1037820471,0.04872433202400136,0.8996216336262688,1.0,0.015290934712340788,0.04972832597322486,0.015527795414132475,0.007805484149953023
Qwen_Qwen3-8B-Base,selected_mixed_random_slopes__random_intercept_baseline,1,22723.437025484105,23174.168823879503,0.048147164480413875,0.8900127263518545,1.0,,,,
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,1,15674.769212415325,16194.256708871038,0.018546696957360522,0.9344406446483727,1.0,0.003355405567088185,0.0334157686164051,0.010113149688991246,0.006376849483074663
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,15676.700621067343,16226.746205549862,0.01858323593871978,0.9344191067948066,1.0,0.003356668644012415,0.033389941815786736,0.010101934933265055,0.006380684507819439
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,15676.706942313205,16226.752526795724,0.018430999826544475,0.9344314039820782,1.0,0.0033555888965702664,0.03341239262018428,0.010111606190465616,0.00638233375008651
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,15676.724190888839,16226.769775371358,0.01794623133232606,0.9350778441939586,1.0,0.003352413743393142,0.03339223785943763,0.010110573861042827,0.006381254644836497
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,15676.901815657271,16226.94740013979,0.020132256275338923,0.934569904360849,1.0,0.0033574887437362692,0.033426581166525235,0.010108286056458207,0.006427439673820066
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,15676.91228513507,16226.957869617589,0.020513055688428858,0.9347912691884954,1.0,0.003363921956217335,0.033442804031024356,0.010190864488027456,0.006376282837695691
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,15676.957769060507,16227.003353543027,0.024701367828672327,0.9351251743716913,1.0,0.0033660141136696155,0.03344412826625511,0.010209031072900285,0.006376890060869781
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,15677.341795882006,16227.387380364526,0.0195210996836916,0.9346323582157364,1.0,0.003357665669765787,0.03412706098690393,0.010125339798701397,0.006371297179107852
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,15677.635427984322,16227.681012466841,0.0185717167569131,0.9344443619389227,1.0,0.003356906265189477,0.03339287111868424,0.010108995802590144,0.006380321352146624
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,15678.376886758313,16228.422471240832,0.036504896671647684,0.9366400001965306,1.0,0.003610508168745918,0.033432047515866536,0.010243561129688172,0.006391745646191691
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes,1,15678.683621022472,16236.368727511694,0.018583294794618826,0.9344192299001443,1.0,0.003356686726846602,0.03338970454517362,0.010102004457492889,0.006380592744337221
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__full,1,15678.683621022472,16236.368727511694,0.018583294794618826,0.9344192299001443,1.0,0.003356686726846602,0.03338970454517362,0.010102004457492889,0.006380592744337221
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,15679.376713344565,16229.422297827085,0.021638880393694288,0.9348197596078416,1.0,0.003363915305631778,0.03643241681108351,0.010166759204458078,0.006378110344799339
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,15679.538094766933,16229.583679249452,0.018569472691918786,0.9344305277828416,1.0,0.003355766037355019,0.03341492188877853,0.010110414167762875,0.00637890200292938
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,15680.653415184584,16230.698999667104,0.04761384996328176,0.938853592537412,1.0,0.003972940965205325,0.033487617497841383,0.010446639634722399,0.006423679375199482
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,1,15694.569652017555,16244.615236500074,0.018506615312805248,0.9343599835089653,1.0,0.003351992818576605,0.03341425074993238,0.01010851619968244,0.006376919315780751
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_log_frequency,1,15707.406698066276,16226.894194521989,0.01842586715891319,0.9342303968685663,1.0,0.0033499162305793083,0.03341352531921179,0.010105474375326436,0.006374582779255562
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,1,15710.357363048068,16229.84485950378,0.01841135300254035,0.9342528464910291,1.0,0.003351840245658069,0.0333995545283502,0.010099246188802702,0.006371218632254294
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,15737.786418736621,16257.273915192334,0.0182863095730198,0.9341281109697338,1.0,0.0033471829786351636,0.03342471373119645,0.010105092003768584,0.006371208169486701
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,15769.502133703034,16319.547718185553,0.018167982336006597,0.9340739871816738,1.0,0.0033378153528043964,0.033396377684639066,0.010090957998251503,0.006364475317178765
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,15787.464761147829,16306.952257603542,0.01808350527093493,0.9339254499324419,1.0,0.0033573052809296668,0.03335637618347273,0.010104050599723125,0.0063658680065954145
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,1,15822.3346634513,16341.822159907013,0.017918399892369968,0.9337878086323543,1.0,0.0033418968073276483,0.033353672750932185,0.010104109379429174,0.006361916195853916
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_syntactic_role,1,15954.243725146836,16504.289309629356,0.017380474823927475,0.9332595019903123,1.0,0.003333680371927845,0.03338664438679335,0.010087926139085115,0.006354528917101456
allenai_Olmo-3-1025-7B,selected_mixed_random_slopes__random_intercept_baseline,1,16681.725197317835,17132.456995713233,0.08507032747132287,0.9288027708575051,1.0,,,,
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_tense_lex_emb_norm,1,23917.693621554237,24437.18111800995,0.06126800528946268,0.9033196855717208,1.0,0.008092945737509037,0.0658894261008053,0.013295417407946528,0.006713673734762745
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,23922.044273231557,24472.089857714076,0.06144699916168284,0.9029860444836945,1.0,0.008084577860414915,0.06573678482501533,0.013287920622953312,0.006708610587490576
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,23922.045143427356,24472.090727909876,0.06035940056513517,0.9032485556310319,1.0,0.00808375794920879,0.06575705885279032,0.013289446917134577,0.006713256133396503
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,23922.06104139975,24472.10662588227,0.06392793898025627,0.9036379787844628,1.0,0.008086256869769081,0.06576134491032254,0.013298654223732328,0.006713945091924559
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,23922.07380608967,24472.11939057219,0.06066460050244719,0.9032991672578464,1.0,0.008095807726209651,0.06596442176587394,0.013296490305516852,0.00671443457211434
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,23922.078129343572,24472.12371382609,0.06052809999711257,0.9033089200164768,1.0,0.008088605721677274,0.06576557866118736,0.013308003924221757,0.006715347200195564
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,23922.112932692224,24472.158517174743,0.0605574319413566,0.9033013072680965,1.0,0.0080864082421397,0.06576080992521924,0.013299165243997548,0.006732381652824964
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,23922.700235923083,24472.745820405602,0.05444972116627708,0.9029974762659705,1.0,0.008124935007077288,0.0672767102548709,0.01329976144401925,0.006712400298332739
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,23922.755117375957,24472.800701858476,0.05369352960642568,0.9035953890940395,1.0,0.008319167979916314,0.06606917483631072,0.01337911420445292,0.006733479787876803
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,23923.328841943643,24473.374426426162,0.06943654245996857,0.9060251633899715,1.0,0.008508947595396025,0.06635347271021436,0.013458431883012302,0.006750864801664646
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes,1,23924.037454493926,24481.722560983148,0.06129413157977182,0.9033412032216189,1.0,0.00808347908507138,0.06575666749044762,0.013288360794139132,0.006711080925911102
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__full,1,23924.037454493926,24481.722560983148,0.06129413157977182,0.9033412032216189,1.0,0.00808347908507138,0.06575666749044762,0.013288360794139132,0.006711080925911102
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,23924.697117705393,24474.742702187912,0.06126938808173963,0.903336314188062,1.0,0.008084560652523973,0.06577363508600916,0.013291378091896247,0.006709023975613486
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,23926.691464028583,24476.737048511102,0.06126165043134932,0.9033134372158778,1.0,0.008092827842735307,0.06588562703305646,0.0132952995734199,0.006713484720378846
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,23929.66402436336,24449.151520819072,0.06123088014681163,0.9031843331284815,1.0,0.008084343265040641,0.06587825267695357,0.013275770806782779,0.006711256240911783
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,23933.955183147656,24484.000767630176,0.06121250829439896,0.9032725065782989,1.0,0.008090796659343872,0.06586675747773377,0.013294698744081221,0.006711886055867514
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_tense_log_frequency,1,23936.8826260324,24456.37012248811,0.06115411433736539,0.9031907755716053,1.0,0.008079792331720308,0.06580174521504845,0.013284053947624707,0.006705871700734096
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_tense_C_syntactic_role,1,23957.00676142852,24476.494257884235,0.061009024573987256,0.9030886817301431,1.0,0.008085698020031446,0.06591428694039392,0.013290679428186365,0.006699554894553355
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,23961.894564080983,24511.940148563503,0.06102438320148692,0.903115549855528,1.0,0.008085317260737124,0.06589358434495872,0.013290018176314308,0.006700394175914324
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_dominance,1,23967.760515878123,24517.80610036064,0.06098925825049354,0.9030749027318976,1.0,0.008085906799997872,0.06591192198505198,0.013291391726485646,0.006699952406484801
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_tense_C_valence,1,24001.786285932612,24521.273782388325,0.060714151268786015,0.9028233596305351,1.0,0.008071169010301018,0.0657196227795968,0.013295083627429613,0.006685679866975809
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_syntactic_role,1,24041.205174539296,24591.250759021816,0.06054269190988709,0.902577693956669,1.0,0.00806953176862027,0.06571195232220246,0.013271203626215687,0.006686082129071832
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,24085.818402422767,24605.30589887848,0.06023399675403286,0.9021964596134104,1.0,0.008057599372761872,0.06582365640170829,0.013255775356003759,0.006685480760468751
allenai_Olmo-3-1125-32B,selected_mixed_random_slopes__random_intercept_baseline,1,24984.045156703476,25434.776955098874,0.0934624805400421,0.8940904826944032,1.0,,,,
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,1,10257.708365779836,10807.753950262355,0.013917314194403015,0.9606992873092991,1.0,0.07004004865924476,0.055967094905737494,0.06929838143137496,0.06305687185952345
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,1,10282.670192916994,10832.715777399513,0.04717917782004324,0.9622172724612369,0.0,0.09439557968337513,0.06862989796352854,0.09184774671161516,0.0770958201316569
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,1,10283.81702501647,10833.862609498989,0.04479745536645615,0.9621877915311273,1.0,0.0923699100685666,0.06866905298417872,0.09189393532971635,0.08319030628920462
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,1,10283.941513580125,10833.987098062644,0.04352113340925794,0.9621479546733901,0.0,0.0944401118938297,0.06867477245588352,0.09043835189937398,0.08319588706493684
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,1,10283.951520500501,10833.99710498302,0.04525813200427688,0.9621629073000293,1.0,0.09442745373659157,0.06511329102524792,0.09187996734680733,0.083183606906304
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_dominance_log_frequency,1,10283.97860777186,10834.02419225438,0.04503678808021334,0.9622083843273908,0.0,0.09444009246733398,0.06867520623084071,0.09190123868328186,0.08179298016985798
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_log_frequency,1,10284.207183569204,10834.252768051723,0.04788006981793733,0.9623187704432986,0.0,0.09444473999895055,0.06752232018918687,0.0919049305976052,0.08319992017297917
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_valence_log_frequency,1,10284.289051306667,10834.334635789186,0.045511974804476635,0.9622456158801083,0.0,0.09445098271378262,0.06868618604242493,0.09164249782520419,0.08320584887640363
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_log_frequency,1,10284.327123986994,10834.372708469513,0.04509265767315763,0.9622308054114335,1.0,0.09429772914120993,0.06868731500889938,0.0919155416806964,0.08320679149704115
google_gemma-3-12b-pt,selected_mixed_random_slopes,1,10286.368111744261,10844.053218233483,0.045075832860473446,0.9622326645099928,1.0,0.09445346274021145,0.06868878758199179,0.09191728418561061,0.08320812133162409
google_gemma-3-12b-pt,selected_mixed_random_slopes__full,1,10286.368111744261,10844.053218233483,0.045075832860473446,0.9622326645099928,1.0,0.09445346274021145,0.06868878758199179,0.09191728418561061,0.08320812133162409
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,1,10294.141700737353,10844.187285219872,0.045033379950623106,0.9622390237155071,1.0,0.09477761819865282,0.06889787040677961,0.09220391914574749,0.083508877611211
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,1,10297.422219128319,10847.467803610838,0.045019124250200986,0.9622411628008863,1.0,0.09488663490794229,0.06896820899226902,0.09230032306439598,0.08361003060277793
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,1,10298.179864819918,10848.225449302437,0.04501583141161102,0.9622416571592136,1.0,0.09491182792117797,0.06898446532337275,0.09232260175730422,0.08363340676850714
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,1,10307.384697496687,10857.430281979206,0.04497581238248717,0.962247673126025,1.0,0.09521836264689985,0.06918231049022368,0.09259368891461275,0.08391784722852441
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_dominance,1,10319.848152447492,10839.335648903205,0.044886756373428004,0.9622611128683743,1.0,0.09590286937632254,0.06962442064014211,0.09319912106428435,0.0845530969095572
google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,1,10326.553143435332,10846.040639891045,0.0448575499854927,0.9622655361821022,1.0,0.0961280688565344,0.06976996659137522,0.09339832986967107,0.08476211521738328
