run_dir,run_name,input_csv,target_model,model_name,model_dir,selection_variant,formula,re_formula,group_col,optimizer,converged,warning_count,warnings,numerical_issue_warnings,aic,bic,log_likelihood,nobs,residual_variance,R2m,R2c,fixed_effect_variance_Intercept,fixed_effect_variance_C(tense),fixed_effect_variance_C(semantic_role),fixed_effect_variance_C(syntactic_role),fixed_effect_variance_C(valence),fixed_effect_variance_C(dominance),fixed_effect_variance_C(tense):C(semantic_role),fixed_effect_variance_C(tense):C(syntactic_role),fixed_effect_variance_C(tense):C(valence),fixed_effect_variance_C(tense):C(dominance),fixed_effect_variance_C(semantic_role):C(syntactic_role),fixed_effect_variance_C(semantic_role):C(valence),fixed_effect_variance_C(semantic_role):C(dominance),fixed_effect_variance_C(syntactic_role):C(valence),fixed_effect_variance_C(syntactic_role):C(dominance),fixed_effect_variance_C(valence):C(dominance),fixed_effect_variance_log_frequency,fixed_effect_variance_C(tense):log_frequency,fixed_effect_variance_C(semantic_role):log_frequency,fixed_effect_variance_C(syntactic_role):log_frequency,fixed_effect_variance_C(valence):log_frequency,fixed_effect_variance_C(dominance):log_frequency,fixed_effect_variance_lex_emb_norm,fixed_effect_variance_C(tense):lex_emb_norm,fixed_effect_variance_C(semantic_role):lex_emb_norm,fixed_effect_variance_C(syntactic_role):lex_emb_norm,fixed_effect_variance_C(valence):lex_emb_norm,fixed_effect_variance_C(dominance):lex_emb_norm,fixed_effect_variance_log_frequency:lex_emb_norm,random_effect_variance_semantic_role,random_effect_variance_syntactic_role,random_effect_variance_valence,random_effect_variance_dominance
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_valence_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10767.763833995064,11322.174391248367,-5311.881916997532,16320,0.10831143723872838,0.03881952657345758,0.9558393881855147,3.1556369809931764e-30,0.032878752170688,0.0013879932219186787,0.030707162447578686,0.0039062763495470365,0.026018716128687086,0.0013611978441128848,0.001121689375992773,0.0007295579267077327,0.0005468818447568387,0.0032444047627826844,0.0002681691136572573,0.00016891355759911597,4.966881517338242e-05,0.0013201412616319539,0.00043452995861035615,20.323993549011924,0.02693186242332644,0.00020982049792288778,0.002576698902831881,0.0009317696778292521,0.0007975220842997938,1.995536980297924,0.05276778557059389,0.006420057927745581,0.028244905840521115,,0.03403379175720848,30.188094686484813,0.00250636770885943,0.03174185200886131,0.012652840350937788,0.005080214929893393
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10768.416636138398,11330.527340020219,-5311.208318069199,16320,0.1083113611479399,0.04929738131544537,0.9555753394071476,1.2622547923972706e-29,0.03287875217069866,0.0027232882288521134,0.05895568179423763,0.019928138833085873,0.02521309995525683,0.0013611978441130253,0.0011216893759927779,0.000729557926707713,0.0005468818447568267,0.00324440476278264,0.00026816911365725284,0.0001689135575991182,4.966881517338256e-05,0.0013201412616319413,0.0004345299586103327,18.48899510062988,0.026931862423329112,3.028017224848483e-05,0.00835717067903051,0.00028244270793314824,0.0007142865603463904,2.8853792257917954,0.05276778557061078,0.010785622806560832,0.07587968613771669,0.01563310929418339,0.032573839807006,30.181152804433793,0.002487002586727259,0.03139003304576136,0.01213041414530548,0.005078724590027748
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__full,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__full,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10768.416636138398,11330.527340020219,-5311.208318069199,16320,0.1083113611479399,0.04929738131544537,0.9555753394071476,1.2622547923972706e-29,0.03287875217069866,0.0027232882288521134,0.05895568179423763,0.019928138833085873,0.02521309995525683,0.0013611978441130253,0.0011216893759927779,0.000729557926707713,0.0005468818447568267,0.00324440476278264,0.00026816911365725284,0.0001689135575991182,4.966881517338256e-05,0.0013201412616319413,0.0004345299586103327,18.48899510062988,0.026931862423329112,3.028017224848483e-05,0.00835717067903051,0.00028244270793314824,0.0007142865603463904,2.8853792257917954,0.05276778557061078,0.010785622806560832,0.07587968613771669,0.01563310929418339,0.032573839807006,30.181152804433793,0.002487002586727259,0.03139003304576136,0.01213041414530548,0.005078724590027748
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__log_frequency_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10768.555046863272,11322.965604116574,-5312.277523431636,16320,0.10831109995920937,0.022638135277839637,0.9544494216106322,7.889092452482941e-31,0.032878752170692895,0.002723288228219933,0.05895568178305594,0.019928138827670683,0.02521309995759271,0.001361197844112923,0.0011216893759927635,0.0007295579267077168,0.0005468818447568308,0.0032444047627827465,0.0002681691136572644,0.00016891355759912125,4.966881517338391e-05,0.0013201412616319376,0.00043452995861035354,0.00445585535036122,0.02693186242332554,3.0280172275097923e-05,0.008357170677332349,0.00028244270767096284,0.0007142865605075185,0.07615772792208403,0.05276778557059955,0.010785622805494596,0.07587968612680883,0.015633109290087124,0.03257383980925909,,0.0024906536275741777,0.031387366023979256,0.012138363168729025,0.0050752457578350195
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10768.910928746627,11323.32148599993,-5312.455464373314,16320,0.10832802024757268,0.04928304799388776,0.9555732190199058,0.0,0.03287875217069332,0.002723288228226619,0.06094817964068586,0.018795894539922888,0.025213099957601678,0.0013611978441129503,0.0011216893759927753,0.0007295579267077173,0.0005468818447568333,0.0032444047627827387,0.0002681691136572914,0.0001689135575991187,,0.001320141261631964,0.00043452995861034005,18.487398130262676,0.026931862423325466,3.028017229783316e-05,0.008357170675970289,0.00028244270745391787,0.0007142865606427848,2.8851736827479653,0.052767785570600204,0.010785622805129645,0.07587968612361776,0.015633109288708733,0.03257383981007206,30.178585782476766,0.0024870256002007016,0.031390290644567165,0.012130799464762669,0.00507864300578946
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_syntactic_role_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10769.010022796225,11323.420580049527,-5312.505011398112,16320,0.10831119563802964,0.03901927216627988,0.9559477679183676,3.1556369809931764e-30,0.03287875217068833,0.0013834712002924316,0.004829504029542032,0.00657083795653854,0.023617610215311557,0.0013611978441128662,0.0011216893759927683,0.0007295579267077294,0.0005468818447568263,0.0032444047627826897,0.00026816911365725837,0.00016891355759912196,4.966881517338461e-05,0.0013201412616319274,0.0004345299586103437,20.619954714332078,0.026931862423325265,0.0002108805271174453,0.00016534434023300658,0.00037472206903209067,0.000559510781126395,1.8695412039309045,0.052767785570593084,0.0064045971340389325,,0.0008702438083141471,0.029710254443599208,30.185751363036317,0.0025072112837922927,0.033910347628686076,0.01243552492087037,0.005081624213032591
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10769.877457743976,11324.288014997279,-5312.938728871988,16320,0.10831145798971838,0.03887764631848966,0.9558460013333966,0.0,0.032878752170687434,0.00017310020787751377,0.03574490073221203,0.008741426638557865,0.02942826574086999,0.0013611978441128555,0.001121689375992763,0.0007295579267077359,0.0005468818447568318,0.0032444047627827014,0.00026816911365724606,0.00016891355759912296,4.966881517337786e-05,0.0013201412616319639,0.0004345299586103526,20.410364518628615,0.026931862423324068,0.0020085223535776992,0.0034906080428985403,0.00014104234047122662,0.0011836057865144982,1.955994818850651,0.05276778557059103,,0.03611570002298861,0.002426922755653748,0.04030595883466602,30.180871209839374,0.002851254612979671,0.03159563386912251,0.012317162712813013,0.005093296179914944
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_dominance_lex_emb_norm,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10772.14228413513,11326.552841388433,-5314.071142067565,16320,0.10831141651136918,0.09633840153095032,0.9587935050014925,2.840073282893859e-29,0.032878752170689765,0.004192640416184129,0.050556053320811374,0.022225811990649165,0.0020459376888675137,0.0013611978441129438,0.0011216893759927698,0.0007295579267077235,0.0005468818447568356,0.003244404762782751,0.00026816911365727344,0.00016891355759912367,4.966881517337235e-05,0.0013201412616319788,0.0004345299586103746,16.54138955777377,0.02693186242332778,4.233038510642143e-06,0.006498130953307356,0.0004652176098811931,0.0017301671961653276,4.074239376352242,0.05276778557059723,0.01533270545941065,0.060967180036823374,0.018937706817368505,,30.175621743826742,0.002501077082286886,0.03137336476143969,0.012128479504749884,0.0061767649259284
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10774.897658371774,11329.308215625077,-5315.448829185887,16320,0.1083682231677006,0.0492308977165771,0.9555658098974543,1.2622547923972706e-29,0.0328787521706876,0.0035627490131891755,0.05895568177618818,0.01992813882426173,0.0276523534670251,0.0013611978441128566,0.0011216893759927581,0.0007295579267077314,0.0005468818447568294,0.0032444047627827135,0.0002681691136572619,,4.966881517337852e-05,0.001320141261631958,0.00043452995861031885,18.469605756036362,0.026931862423322957,3.028017228930104e-05,0.008357170676514985,0.00028244270753856126,0.0007142865605911336,2.8828835603914507,0.0527677855705902,0.010785622803947287,0.07587968611176533,0.01563310928422796,0.032573839812570435,30.149985651042503,0.0024903678417164798,0.03135408866254302,0.012134319470924755,0.005078842246385013
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_semantic_role_C_valence,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10779.879082674597,11334.2896399279,-5317.939541337299,16320,0.10840149607514485,0.04922338874144329,0.9555733784102111,2.840073282893859e-29,0.03287875217069654,0.0018258974510955593,0.05895568179975412,0.022686888345768142,0.02521309995412684,0.0013611978441129369,0.0011216893759927692,0.0007295579267077257,0.0005468818447568317,0.0032444047627826827,,0.00016891355759911846,4.9668815173387985e-05,0.0013201412616319515,0.00043452995861038255,18.49000194742696,0.02693186242332894,3.0280172247330065e-05,0.008357170679139837,0.0002824427079464407,0.0007142865603398719,2.8855088141974656,0.05276778557060836,0.010785622807270802,0.07587968614507808,0.015633109296941096,0.03257383980547772,30.182771240550295,0.0024877556796008664,0.03135064837862691,0.012127076177609854,0.005080007673116628
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_valence_C_dominance,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(semantic_role) + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10788.225034959236,11342.635592212539,-5322.112517479618,16320,0.10845752168617365,0.0491911730064495,0.9555523230279429,0.0,0.03287875217069151,0.0027232882285412666,0.05895568178891324,0.016675066447457358,0.029179957976837895,0.0013611978441129995,0.001121689375992773,0.0007295579267077248,0.0005468818447568354,0.0032444047627826745,0.0002681691136572741,0.00016891355759912125,4.966881517337813e-05,0.001320141261631938,,18.484907274390086,0.026931862423328245,3.028017223035671e-05,0.008357170680236496,0.0002824427081115979,0.0007142865602391067,2.8848530878325813,0.05276778557059987,0.010785622806842098,0.07587968614083368,0.015633109295307198,0.03257383980637864,30.17458190243101,0.0024868249748390293,0.03135446037351459,0.0121284867074956,0.0050797569103886685
/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94,he_she_odds_results__google_gemma-3-12b-pt__dea67b94,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/modelling_data/he_she_odds_results__google_gemma-3-12b-pt.csv,google_gemma-3-12b-pt,selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,/mnt/hum01-rds/Nikolaev_Dmitry/flos-code/model_selection_data/runs/he_she_odds_results__google_gemma-3-12b-pt__dea67b94/models/selected_mixed_random_slopes__candidate__0__C_tense_C_semantic_role,random_slopes,log_he_she_odds ~ C(tense) + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance) + log_frequency + lex_emb_norm + C(tense):C(syntactic_role) + C(tense):C(valence) + C(tense):C(dominance) + C(tense):log_frequency + C(tense):lex_emb_norm + C(semantic_role):C(syntactic_role) + C(semantic_role):C(valence) + C(semantic_role):C(dominance) + C(semantic_role):log_frequency + C(semantic_role):lex_emb_norm + C(syntactic_role):C(valence) + C(syntactic_role):C(dominance) + C(syntactic_role):log_frequency + C(syntactic_role):lex_emb_norm + C(valence):C(dominance) + C(valence):log_frequency + C(valence):lex_emb_norm + C(dominance):log_frequency + C(dominance):lex_emb_norm + log_frequency:lex_emb_norm,1 + C(semantic_role) + C(syntactic_role) + C(valence) + C(dominance),profession,lbfgs,True,1,['ConvergenceWarning: The MLE may be on the boundary of the parameter space.'],True,10799.000359475118,11322.61033021435,-5331.500179737559,16320,0.10858402492477068,0.04915099759393105,0.9554863419133931,3.1556369809931764e-30,0.03249321270259537,0.006537081541056084,0.058955681785490016,0.019928138828873287,0.02521309995706108,,0.0011216893759927646,0.0007295579267077315,0.0005468818447568322,0.0032444047627826745,0.0002681691136572601,0.0001689135575991117,4.966881517337764e-05,0.0013201412616319322,0.00043452995861035626,18.481718530695595,0.026931862423325577,3.0280172275184445e-05,0.008357170677320235,0.000282442707674835,0.0007142865605018387,2.8844426616593006,0.052767785570592,0.010785622805226538,0.07587968612406862,0.015633109289109538,0.03257383980976717,30.169456204234233,0.0024856254315619697,0.03131934856706063,0.012117948761788861,0.005076599896984829
