,Group,C(tense)[T.past perfect],C(tense)[T.present continuous],C(tense)[T.present perfect],C(tense)[T.simple future],C(tense)[T.simple past],C(semantic_role)[T.patient],C(syntactic_role)[T.subject],"C(valence, Treatment(reference='-val'))[T.+val]","C(dominance, Treatment(reference='-dom'))[T.+dom]"
fisherman,2.3365768584055235,-0.02591196414924636,-0.0214095650232764,-0.04157162877988402,-0.10916059264866179,-0.048478229945873794,0.12110771490381264,0.04629272410177998,-0.052561323232545226,-0.011542605566755473
hairdresser,-1.7389090223872306,0.05001984317355693,0.1278320976847522,0.14583710934672292,0.23176552382166188,0.08659912276779215,-0.08182785315124708,0.27319009393513627,0.09689157393938314,0.04916032969018633
hawker,0.0962874081219281,-0.09496702922125945,0.13857879230560377,0.03364335848462451,0.27765500851791647,-0.03727879940345514,-0.0750574080762235,-0.01257195558039299,0.0412245430041181,-0.06683322762310925
housekeeper,-2.2738438610411484,0.015212009018296054,0.19075481495918542,0.11681843867319691,-0.01437406671849839,0.06074154748167681,-0.06463703679652204,0.21775171224488882,0.031240284790218793,0.06178323524319741
manager,-0.1347452873519562,-0.04478987970001251,0.16767507512042756,0.09298477156804463,0.30060778522823517,0.005115817067140223,-0.06440818918363679,0.1429931560393264,0.09657107987049598,-0.04992106230492092
midwife,-3.6869621981095566,0.041612450091577546,0.290145902399432,0.2522959826350475,0.07292089711063496,0.15841742277814333,-0.0676544862966034,0.4254665242644735,0.0526019870493696,0.04794405445692021
molder,-0.427914201953125,0.007203885561048257,0.1415767546978453,0.099430536473811,0.1663690924232482,0.030132767144953915,-0.03075160402799807,0.048505733421834965,0.031230666717723968,-0.00017976435156733493
nurse,-3.0272536119359703,-0.005091028049991682,0.30114332733954746,0.22066802039048913,0.0952398661262375,0.11724314959813809,-0.062719733572631,0.46397452765559066,0.05458999981899587,0.032585350626412234
paralegal,-2.108584592594952,0.024374613252997154,0.3528259382710498,0.2440351278153831,0.36698387976191427,0.08483770709671921,-0.10699115841544961,0.21223940364762764,0.10923461270512243,0.024741700847557002
programmer,0.4624451824420277,-0.07410095853060067,-0.01928781219907587,-0.004172735155476772,-0.07995868267952438,0.010025070765412338,0.09097242347225454,0.10179907913878153,-0.0479020025759637,-0.11410282975460573
salesperson,-0.5749853198406762,-0.0489453770317863,0.17334868389878005,0.07928188170703963,0.3211974029703362,-0.007542217904805422,-0.10294754190989033,-0.005914050345922239,0.05795840317313326,-0.02450711218540423
scientist,0.11591965153659334,0.0124601012898781,-0.17896612325116482,-0.1343455930991516,-0.20904524956768805,-0.04078728184635075,-0.00897289040531421,-0.1531664758754983,-0.002783562888646396,0.006208166543871723
scrivener,0.5407828093842052,0.0452656130664147,-0.32196848934402544,-0.21427099721720605,-0.48130013250864184,-0.05042092552828188,0.0769788822833391,-0.20689284322695634,-0.1139059261103655,0.07587284092852001
secretary,-2.4426844328299753,0.031397487734526094,0.2568256900285847,0.16384613186050737,0.17257903184787066,0.06695046779607255,-0.1294358571936315,0.023492054089661124,0.006438282088926245,0.08809890296495476
sergeant,1.0492445862526616,0.06987949087488815,-0.15834938233762036,-0.0677944055406713,-0.0351177988695508,-0.014091579225036871,0.022058923688917736,-0.4122423109994091,-0.0583250051773485,0.002133750535536459
soldier,1.5306534544297161,-0.03428600202471946,-0.13177564359330984,-0.08131588351746982,-0.09137095872912282,-0.037233485929243915,0.10357990357339411,-0.00840937924537527,-0.0892494657360684,-0.015631856329618145
solicitor,-0.08404824499034846,0.022189682594121456,-0.07465981256794736,-0.0707676242327762,0.03775210087910896,-0.039513013743075524,-0.0840277097942645,-0.17863084451040906,0.029126077697639294,0.04711908802398595
teacher,-1.3859489405652612,0.012866607189137545,0.20668533294223812,0.14929668544219127,0.2343690624121142,0.057155431533854634,-0.08545656274283955,0.1702935951552426,0.042001556230879505,0.049664129546465305
tradesperson,0.25175888663431445,-0.02205979939331939,0.22757019472202666,0.17034131367129923,0.30781545169888247,0.042398980132312546,0.030035466180525928,0.14619806762733922,-0.010410568233273118,-0.017592407574469338
welder,1.2271071895414023,-0.03132132270285646,-0.12326968236894854,-0.0775582036840668,0.004936224840558723,-0.034617508957286804,0.031853943615433034,-0.2784390483479129,-0.06465455135233508,-0.07859610093751716
